"timestamp","message"
"2023-05-24 00:02:46 GMT+0300","22112"
"2023-05-24 00:02:44 GMT+0300","22211"
"2023-05-24 00:02:42 GMT+0300","22221"
"2023-05-24 00:02:40 GMT+0300","22222"
"2023-05-24 00:02:38 GMT+0300","22222"
"2023-05-24 00:02:37 GMT+0300","22222"
"2023-05-24 00:02:35 GMT+0300","22222"
"2023-05-24 00:02:33 GMT+0300","22222"
"2023-05-24 00:02:31 GMT+0300","12222"
"2023-05-24 00:02:29 GMT+0300","21222"
"2023-05-24 00:02:28 GMT+0300","22122"
"2023-05-24 00:02:26 GMT+0300","22212"
"2023-05-24 00:02:24 GMT+0300","22221"
"2023-05-24 00:02:22 GMT+0300","22222"
"2023-05-24 00:02:20 GMT+0300","12222"
"2023-05-24 00:02:18 GMT+0300","11222"
"2023-05-24 00:02:17 GMT+0300","21122"
"2023-05-24 00:02:15 GMT+0300","22112"
"2023-05-24 00:02:13 GMT+0300","22211"
"2023-05-24 00:02:11 GMT+0300","12221"
"2023-05-24 00:02:09 GMT+0300","11222"
"2023-05-24 00:02:07 GMT+0300","11122"
"2023-05-24 00:02:05 GMT+0300","21112"
"2023-05-24 23:59:58 GMT+0300","12111"
"2023-05-24 23:59:56 GMT+0300","11211"
"2023-05-24 23:59:54 GMT+0300","11121"
"2023-05-24 23:59:52 GMT+0300","11112"
"2023-05-24 23:59:50 GMT+0300","11111"
"2023-05-24 23:59:48 GMT+0300","21111"
"2023-05-24 23:59:46 GMT+0300","12111"
"2023-05-24 23:59:44 GMT+0300","21211"
"2023-05-24 23:59:42 GMT+0300","22121"
"2023-05-24 23:59:40 GMT+0300","12212"
"2023-05-24 23:59:38 GMT+0300","11221"
"2023-05-24 23:59:36 GMT+0300","11122"
"2023-05-24 23:59:34 GMT+0300","21112"
"2023-05-24 23:59:32 GMT+0300","22111"
"2023-05-24 23:59:30 GMT+0300","22211"
"2023-05-24 23:59:28 GMT+0300","12221"
"2023-05-24 23:59:26 GMT+0300","21222"
"2023-05-24 23:59:24 GMT+0300","22122"
"2023-05-24 23:59:22 GMT+0300","22212"
"2023-05-24 23:59:20 GMT+0300","22221"
"2023-05-24 23:59:18 GMT+0300","22222"
"2023-05-24 23:59:16 GMT+0300","22222"
"2023-05-24 23:59:14 GMT+0300","12222"
"2023-05-24 23:59:12 GMT+0300","11222"
"2023-05-24 23:59:10 GMT+0300","21122"
"2023-05-24 23:59:08 GMT+0300","22112"
"2023-05-24 23:59:06 GMT+0300","12211"
"2023-05-24 23:59:04 GMT+0300","21221"
"2023-05-24 23:59:02 GMT+0300","12122"
"2023-05-24 23:59:00 GMT+0300","11212"
"2023-05-24 23:58:58 GMT+0300","11121"
"2023-05-24 23:58:56 GMT+0300","11112"
"2023-05-24 23:58:54 GMT+0300","11111"
"2023-05-24 23:58:52 GMT+0300","21111"
"2023-05-24 23:58:50 GMT+0300","22111"
"2023-05-24 23:58:48 GMT+0300","12211"
"2023-05-24 23:58:46 GMT+0300","21221"
"2023-05-24 23:58:44 GMT+0300","22122"
"2023-05-24 23:58:42 GMT+0300","22212"
"2023-05-24 23:58:40 GMT+0300","22221"
"2023-05-24 23:58:38 GMT+0300","22222"
"2023-05-24 23:58:36 GMT+0300","22222"
"2023-05-24 23:58:34 GMT+0300","12222"
"2023-05-24 23:58:32 GMT+0300","21222"
"2023-05-24 23:58:30 GMT+0300","22122"
"2023-05-24 23:58:28 GMT+0300","22212"
"2023-05-24 23:58:26 GMT+0300","22221"
"2023-05-24 23:58:24 GMT+0300","12222"
"2023-05-24 23:58:22 GMT+0300","11222"
"2023-05-24 23:58:20 GMT+0300","11122"
"2023-05-24 23:58:18 GMT+0300","21112"
"2023-05-24 23:58:16 GMT+0300","12111"
"2023-05-24 23:58:14 GMT+0300","21211"
"2023-05-24 23:58:12 GMT+0300","22121"
"2023-05-24 23:58:10 GMT+0300","22212"
"2023-05-24 23:58:08 GMT+0300","12221"
"2023-05-24 23:58:06 GMT+0300","11222"
"2023-05-24 23:58:04 GMT+0300","11122"
"2023-05-24 23:58:02 GMT+0300","11112"
"2023-05-24 23:58:00 GMT+0300","21111"
"2023-05-24 23:57:58 GMT+0300","12111"
"2023-05-24 23:57:56 GMT+0300","11211"
"2023-05-24 23:57:54 GMT+0300","21121"
"2023-05-24 23:57:52 GMT+0300","12112"
"2023-05-24 23:57:50 GMT+0300","21211"
"2023-05-24 23:57:48 GMT+0300","22121"
"2023-05-24 23:57:46 GMT+0300","12212"
"2023-05-24 23:57:44 GMT+0300","11221"
"2023-05-24 23:57:42 GMT+0300","11122"
"2023-05-24 23:57:40 GMT+0300","21112"
"2023-05-24 23:57:39 GMT+0300","12111"
"2023-05-24 23:57:36 GMT+0300","11211"
"2023-05-24 23:57:34 GMT+0300","21121"
"2023-05-24 23:57:32 GMT+0300","12112"
"2023-05-24 23:57:30 GMT+0300","21211"
"2023-05-24 23:57:28 GMT+0300","12121"
"2023-05-24 23:57:26 GMT+0300","21212"
"2023-05-24 23:57:24 GMT+0300","12121"
"2023-05-24 23:57:22 GMT+0300","11212"
"2023-05-24 23:57:20 GMT+0300","21121"
"2023-05-24 23:57:18 GMT+0300","22112"
"2023-05-24 23:57:16 GMT+0300","12211"
"2023-05-24 23:57:14 GMT+0300","21221"
"2023-05-24 23:57:12 GMT+0300","22122"
"2023-05-24 23:57:10 GMT+0300","22212"
"2023-05-24 23:57:08 GMT+0300","12221"
"2023-05-24 23:57:06 GMT+0300","11222"
"2023-05-24 23:57:04 GMT+0300","21122"
"2023-05-24 23:57:02 GMT+0300","22112"
"2023-05-24 23:57:00 GMT+0300","22211"
"2023-05-24 23:56:58 GMT+0300","12221"
"2023-05-24 23:56:56 GMT+0300","11222"
"2023-05-24 23:56:54 GMT+0300","21122"
"2023-05-24 23:56:52 GMT+0300","12112"
"2023-05-24 23:56:50 GMT+0300","11211"
"2023-05-24 23:56:48 GMT+0300","11121"
"2023-05-24 23:56:46 GMT+0300","21112"
"2023-05-24 23:56:44 GMT+0300","22111"
"2023-05-24 23:56:42 GMT+0300","12211"
"2023-05-24 23:56:40 GMT+0300","21221"
"2023-05-24 23:56:38 GMT+0300","22122"
"2023-05-24 23:56:36 GMT+0300","12212"
"2023-05-24 23:56:34 GMT+0300","11221"
"2023-05-24 23:56:32 GMT+0300","21122"
"2023-05-24 23:56:30 GMT+0300","22112"
"2023-05-24 23:56:28 GMT+0300","22211"
"2023-05-24 23:56:26 GMT+0300","12221"
"2023-05-24 23:56:24 GMT+0300","11222"
"2023-05-24 23:56:22 GMT+0300","21122"
"2023-05-24 23:56:20 GMT+0300","12112"
"2023-05-24 23:56:18 GMT+0300","21211"
"2023-05-24 23:56:16 GMT+0300","22121"
"2023-05-24 23:56:14 GMT+0300","22212"
"2023-05-24 23:56:12 GMT+0300","12221"
"2023-05-24 23:56:10 GMT+0300","21222"
"2023-05-24 23:56:08 GMT+0300","22122"
"2023-05-24 23:56:06 GMT+0300","22212"
"2023-05-24 23:56:04 GMT+0300","12221"
"2023-05-24 23:56:02 GMT+0300","21222"
"2023-05-24 23:56:00 GMT+0300","12122"
"2023-05-24 23:55:58 GMT+0300","21212"
"2023-05-24 23:55:56 GMT+0300","12121"
"2023-05-24 23:55:54 GMT+0300","21212"
"2023-05-24 23:55:52 GMT+0300","12121"
"2023-05-24 23:55:50 GMT+0300","21212"
"2023-05-24 23:55:48 GMT+0300","12121"
"2023-05-24 23:55:46 GMT+0300","11212"
"2023-05-24 23:55:44 GMT+0300","21121"
"2023-05-24 23:55:42 GMT+0300","22112"
"2023-05-24 23:55:40 GMT+0300","22211"
"2023-05-24 23:55:38 GMT+0300","12221"
"2023-05-24 23:55:36 GMT+0300","11222"
"2023-05-24 23:55:34 GMT+0300","21122"
"2023-05-24 23:55:32 GMT+0300","12112"
"2023-05-24 23:55:30 GMT+0300","11211"
"2023-05-24 23:55:28 GMT+0300","21121"
"2023-05-24 23:55:26 GMT+0300","22112"
"2023-05-24 23:55:24 GMT+0300","12211"
"2023-05-24 23:55:22 GMT+0300","21221"
"2023-05-24 23:55:21 GMT+0300","22122"
"2023-05-24 23:55:18 GMT+0300","12212"
"2023-05-24 23:55:17 GMT+0300","11221"
"2023-05-24 23:55:15 GMT+0300","21122"
"2023-05-24 23:55:13 GMT+0300","22112"
"2023-05-24 23:55:11 GMT+0300","12211"
"2023-05-24 23:55:08 GMT+0300","11221"
"2023-05-24 23:55:06 GMT+0300","11122"
"2023-05-24 23:55:04 GMT+0300","11112"
"2023-05-24 23:55:02 GMT+0300","21111"
"2023-05-24 23:55:00 GMT+0300","22111"
"2023-05-24 23:54:58 GMT+0300","12211"
"2023-05-24 23:54:56 GMT+0300","11221"
"2023-05-24 23:54:54 GMT+0300","11122"
"2023-05-24 23:54:52 GMT+0300","11112"
"2023-05-24 23:54:50 GMT+0300","21111"
"2023-05-24 23:54:48 GMT+0300","22111"
"2023-05-24 23:54:46 GMT+0300","22211"
"2023-05-24 23:54:44 GMT+0300","22221"
"2023-05-24 23:54:42 GMT+0300","22222"
"2023-05-24 23:54:40 GMT+0300","12222"
"2023-05-24 23:54:38 GMT+0300","11222"
"2023-05-24 23:54:36 GMT+0300","21122"
"2023-05-24 23:54:34 GMT+0300","22112"
"2023-05-24 23:54:32 GMT+0300","22211"
"2023-05-24 23:54:30 GMT+0300","12221"
"2023-05-24 23:54:28 GMT+0300","11222"
"2023-05-24 23:54:26 GMT+0300","11122"
"2023-05-24 23:54:24 GMT+0300","11112"
"2023-05-24 23:54:22 GMT+0300","11111"
"2023-05-24 23:54:20 GMT+0300","21111"
"2023-05-24 23:54:18 GMT+0300","22111"
"2023-05-24 23:54:16 GMT+0300","22211"
"2023-05-24 23:54:14 GMT+0300","22221"
"2023-05-24 23:54:12 GMT+0300","22222"
"2023-05-24 23:54:10 GMT+0300","12222"
"2023-05-24 23:54:08 GMT+0300","11222"
"2023-05-24 23:54:06 GMT+0300","11122"
"2023-05-24 23:54:05 GMT+0300","11112"
"2023-05-24 23:54:02 GMT+0300","21111"
"2023-05-24 23:54:00 GMT+0300","22111"
"2023-05-24 23:53:58 GMT+0300","22211"
"2023-05-24 23:53:56 GMT+0300","12221"
"2023-05-24 23:53:54 GMT+0300","11222"
"2023-05-24 23:53:52 GMT+0300","11122"
"2023-05-24 23:53:50 GMT+0300","21112"
"2023-05-24 23:53:48 GMT+0300","22111"
"2023-05-24 23:53:46 GMT+0300","12211"
"2023-05-24 23:53:44 GMT+0300","11221"
"2023-05-24 23:53:42 GMT+0300","11122"
"2023-05-24 23:53:40 GMT+0300","11112"
"2023-05-24 23:53:38 GMT+0300","11111"
"2023-05-24 23:53:36 GMT+0300","11111"
"2023-05-24 23:53:34 GMT+0300","21111"
"2023-05-24 23:53:32 GMT+0300","12111"
"2023-05-24 23:53:30 GMT+0300","21211"
"2023-05-24 23:53:28 GMT+0300","22121"
"2023-05-24 23:53:26 GMT+0300","22212"
"2023-05-24 23:53:24 GMT+0300","12221"
"2023-05-24 23:53:22 GMT+0300","11222"
"2023-05-24 23:53:20 GMT+0300","21122"
"2023-05-24 23:53:18 GMT+0300","22112"
"2023-05-24 23:53:16 GMT+0300","12211"
"2023-05-24 23:53:14 GMT+0300","11221"
"2023-05-24 23:53:12 GMT+0300","11122"
"2023-05-24 23:53:10 GMT+0300","11112"
"2023-05-24 23:53:08 GMT+0300","21111"
"2023-05-24 23:53:06 GMT+0300","22111"
"2023-05-24 23:53:04 GMT+0300","12211"
"2023-05-24 23:53:02 GMT+0300","21221"
"2023-05-24 23:53:00 GMT+0300","22122"
"2023-05-24 23:52:58 GMT+0300","12212"
"2023-05-24 23:52:56 GMT+0300","11221"
"2023-05-24 23:52:54 GMT+0300","11122"
"2023-05-24 23:52:52 GMT+0300","11112"
"2023-05-24 23:52:50 GMT+0300","21111"
"2023-05-24 23:52:48 GMT+0300","12111"
"2023-05-24 23:52:46 GMT+0300","11211"
"2023-05-24 23:52:44 GMT+0300","21121"
"2023-05-24 23:52:42 GMT+0300","12112"
"2023-05-24 23:52:40 GMT+0300","21211"
"2023-05-24 23:52:38 GMT+0300","22121"
"2023-05-24 23:52:36 GMT+0300","12212"
"2023-05-24 23:52:34 GMT+0300","21221"
"2023-05-24 23:52:32 GMT+0300","22122"
"2023-05-24 23:52:30 GMT+0300","12212"
"2023-05-24 23:52:28 GMT+0300","21221"
"2023-05-24 23:52:26 GMT+0300","22122"
"2023-05-24 23:52:24 GMT+0300","22212"
"2023-05-24 23:52:22 GMT+0300","22221"
"2023-05-24 23:52:20 GMT+0300","22222"
"2023-05-24 23:52:18 GMT+0300","12222"
"2023-05-24 23:52:16 GMT+0300","11222"
"2023-05-24 23:52:14 GMT+0300","11122"
"2023-05-24 23:52:12 GMT+0300","11112"
"2023-05-24 23:52:10 GMT+0300","21111"
"2023-05-24 23:52:08 GMT+0300","22111"
"2023-05-24 23:52:06 GMT+0300","22211"
"2023-05-24 23:52:04 GMT+0300","12221"
"2023-05-24 23:52:02 GMT+0300","21222"
"2023-05-24 23:52:00 GMT+0300","22122"
"2023-05-24 23:51:58 GMT+0300","22212"
"2023-05-24 23:51:56 GMT+0300","12221"
"2023-05-24 23:51:54 GMT+0300","21222"
"2023-05-24 23:51:52 GMT+0300","12122"
"2023-05-24 23:51:50 GMT+0300","11212"
"2023-05-24 23:51:48 GMT+0300","21121"
"2023-05-24 23:51:46 GMT+0300","22112"
"2023-05-24 23:51:44 GMT+0300","12211"
"2023-05-24 23:51:42 GMT+0300","11221"
"2023-05-24 23:51:40 GMT+0300","11122"
"2023-05-24 23:51:38 GMT+0300","21112"
"2023-05-24 23:51:36 GMT+0300","22111"
"2023-05-24 23:51:34 GMT+0300","12211"
"2023-05-24 23:51:32 GMT+0300","11221"
"2023-05-24 23:51:30 GMT+0300","11122"
"2023-05-24 23:51:28 GMT+0300","11112"
"2023-05-24 23:51:26 GMT+0300","11111"
"2023-05-24 23:51:24 GMT+0300","11111"
"2023-05-24 23:51:22 GMT+0300","11111"
"2023-05-24 23:51:20 GMT+0300","11111"
"2023-05-24 23:51:18 GMT+0300","11111"
"2023-05-24 23:51:16 GMT+0300","11111"
"2023-05-24 23:51:14 GMT+0300","21111"
"2023-05-24 23:51:12 GMT+0300","12111"
"2023-05-24 23:51:10 GMT+0300","21211"
"2023-05-24 23:51:08 GMT+0300","22121"
"2023-05-24 23:51:06 GMT+0300","22212"
"2023-05-24 23:51:04 GMT+0300","22221"
"2023-05-24 23:51:02 GMT+0300","12222"
"2023-05-24 23:51:00 GMT+0300","21222"
"2023-05-24 23:50:58 GMT+0300","22122"
"2023-05-24 23:50:56 GMT+0300","12212"
"2023-05-24 23:50:54 GMT+0300","11221"
"2023-05-24 23:50:52 GMT+0300","21122"
"2023-05-24 23:50:50 GMT+0300","22112"
"2023-05-24 23:50:48 GMT+0300","22211"
"2023-05-24 23:50:46 GMT+0300","22221"
"2023-05-24 23:50:44 GMT+0300","12222"
"2023-05-24 23:50:42 GMT+0300","11222"
"2023-05-24 23:50:40 GMT+0300","11122"
"2023-05-24 23:50:38 GMT+0300","11112"
"2023-05-24 23:50:36 GMT+0300","21111"
"2023-05-24 23:50:34 GMT+0300","12111"
"2023-05-24 23:50:32 GMT+0300","21211"
"2023-05-24 23:50:30 GMT+0300","12121"
"2023-05-24 23:50:28 GMT+0300","21212"
"2023-05-24 23:50:26 GMT+0300","22121"
"2023-05-24 23:50:24 GMT+0300","12212"
"2023-05-24 23:50:22 GMT+0300","21221"
"2023-05-24 23:50:20 GMT+0300","12122"
"2023-05-24 23:50:18 GMT+0300","21212"
"2023-05-24 23:50:16 GMT+0300","12121"
"2023-05-24 23:50:14 GMT+0300","11212"
"2023-05-24 23:50:12 GMT+0300","11121"
"2023-05-24 23:50:10 GMT+0300","11112"
"2023-05-24 23:50:08 GMT+0300","21111"
"2023-05-24 23:50:06 GMT+0300","22111"
"2023-05-24 23:50:04 GMT+0300","12211"
"2023-05-24 23:50:02 GMT+0300","11221"
"2023-05-24 23:50:00 GMT+0300","11122"
"2023-05-24 23:49:58 GMT+0300","11112"
"2023-05-24 23:49:56 GMT+0300","11111"
"2023-05-24 23:49:54 GMT+0300","11111"
"2023-05-24 23:49:52 GMT+0300","21111"
"2023-05-24 23:49:50 GMT+0300","12111"
"2023-05-24 23:49:48 GMT+0300","21211"
"2023-05-24 23:49:46 GMT+0300","22121"
"2023-05-24 23:49:44 GMT+0300","12212"
"2023-05-24 23:49:42 GMT+0300","11221"
"2023-05-24 23:49:40 GMT+0300","21122"
"2023-05-24 23:49:38 GMT+0300","22112"
"2023-05-24 23:49:36 GMT+0300","22211"
"2023-05-24 23:49:34 GMT+0300","22221"
"2023-05-24 23:49:32 GMT+0300","12222"
"2023-05-24 23:49:30 GMT+0300","21222"
"2023-05-24 23:49:28 GMT+0300","12122"
"2023-05-24 23:49:26 GMT+0300","11212"
"2023-05-24 23:49:24 GMT+0300","11121"
"2023-05-24 23:49:22 GMT+0300","21112"
"2023-05-24 23:49:20 GMT+0300","22111"
"2023-05-24 23:49:18 GMT+0300","22211"
"2023-05-24 23:49:16 GMT+0300","22221"
"2023-05-24 23:49:14 GMT+0300","22222"
"2023-05-24 23:49:12 GMT+0300","12222"
"2023-05-24 23:49:10 GMT+0300","21222"
"2023-05-24 23:49:08 GMT+0300","22122"
"2023-05-24 23:49:06 GMT+0300","12212"
"2023-05-24 23:49:04 GMT+0300","11221"
"2023-05-24 23:49:02 GMT+0300","11122"
"2023-05-24 23:49:00 GMT+0300","11112"
"2023-05-24 23:48:58 GMT+0300","21111"
"2023-05-24 23:48:56 GMT+0300","12111"
"2023-05-24 23:48:54 GMT+0300","11211"
"2023-05-24 23:48:52 GMT+0300","11121"
"2023-05-24 23:48:50 GMT+0300","21112"
"2023-05-24 23:48:48 GMT+0300","22111"
"2023-05-24 23:48:46 GMT+0300","12211"
"2023-05-24 23:48:44 GMT+0300","11221"
"2023-05-24 23:48:42 GMT+0300","11122"
"2023-05-24 23:48:40 GMT+0300","21112"
"2023-05-24 23:48:38 GMT+0300","22111"
"2023-05-24 23:48:36 GMT+0300","22211"
"2023-05-24 23:48:34 GMT+0300","22221"
"2023-05-24 23:48:32 GMT+0300","12222"
"2023-05-24 23:48:30 GMT+0300","21222"
"2023-05-24 23:48:28 GMT+0300","22122"
"2023-05-24 23:48:26 GMT+0300","12212"
"2023-05-24 23:48:24 GMT+0300","21221"
"2023-05-24 23:48:22 GMT+0300","12122"
"2023-05-24 23:48:20 GMT+0300","21212"
"2023-05-24 23:48:18 GMT+0300","22121"
"2023-05-24 23:48:16 GMT+0300","22212"
"2023-05-24 23:48:14 GMT+0300","12221"
"2023-05-24 23:48:12 GMT+0300","21222"
"2023-05-24 23:48:10 GMT+0300","22122"
"2023-05-24 23:48:08 GMT+0300","12212"
"2023-05-24 23:48:06 GMT+0300","11221"
"2023-05-24 23:48:04 GMT+0300","11122"
"2023-05-24 23:48:02 GMT+0300","11112"
"2023-05-24 23:48:00 GMT+0300","11111"
"2023-05-24 23:47:58 GMT+0300","11111"
"2023-05-24 23:47:56 GMT+0300","21111"
"2023-05-24 23:47:54 GMT+0300","12111"
"2023-05-24 23:47:52 GMT+0300","21211"
"2023-05-24 23:47:50 GMT+0300","12121"
"2023-05-24 23:47:48 GMT+0300","21212"
"2023-05-24 23:47:46 GMT+0300","22121"
"2023-05-24 23:47:44 GMT+0300","12212"
"2023-05-24 23:47:42 GMT+0300","21221"
"2023-05-24 23:47:40 GMT+0300","12122"
"2023-05-24 23:47:38 GMT+0300","21212"
"2023-05-24 23:47:36 GMT+0300","22121"
"2023-05-24 23:47:34 GMT+0300","22212"
"2023-05-24 23:47:32 GMT+0300","12221"
"2023-05-24 23:47:31 GMT+0300","21222"
"2023-05-24 23:47:29 GMT+0300","22122"
"2023-05-24 23:47:27 GMT+0300","22212"
"2023-05-24 23:47:25 GMT+0300","12221"
"2023-05-24 23:47:22 GMT+0300","21222"
"2023-05-24 23:47:20 GMT+0300","22122"
"2023-05-24 23:47:18 GMT+0300","22212"
"2023-05-24 23:47:16 GMT+0300","22221"
"2023-05-24 23:47:14 GMT+0300","12222"
"2023-05-24 23:47:12 GMT+0300","21222"
"2023-05-24 23:47:10 GMT+0300","12122"
"2023-05-24 23:47:08 GMT+0300","21212"
"2023-05-24 23:47:06 GMT+0300","12121"
"2023-05-24 23:47:04 GMT+0300","21212"
"2023-05-24 23:47:02 GMT+0300","12121"
"2023-05-24 23:47:00 GMT+0300","11212"
"2023-05-24 23:46:58 GMT+0300","21121"
"2023-05-24 23:46:56 GMT+0300","12112"
"2023-05-24 23:46:54 GMT+0300","11211"
"2023-05-24 23:46:52 GMT+0300","11121"
"2023-05-24 23:46:50 GMT+0300","21112"
"2023-05-24 23:46:48 GMT+0300","22111"
"2023-05-24 23:46:46 GMT+0300","12211"
"2023-05-24 23:46:44 GMT+0300","21221"
"2023-05-24 23:46:42 GMT+0300","12122"
"2023-05-24 23:46:40 GMT+0300","21212"
"2023-05-24 23:46:38 GMT+0300","12121"
"2023-05-24 23:46:36 GMT+0300","11212"
"2023-05-24 23:46:34 GMT+0300","21121"
"2023-05-24 23:46:32 GMT+0300","12112"
"2023-05-24 23:46:30 GMT+0300","21211"
"2023-05-24 23:46:28 GMT+0300","12121"
"2023-05-24 23:46:26 GMT+0300","11212"
"2023-05-24 23:46:24 GMT+0300","21121"
"2023-05-24 23:46:22 GMT+0300","22112"
"2023-05-24 23:46:20 GMT+0300","12211"
"2023-05-24 23:46:18 GMT+0300","11221"
"2023-05-24 23:46:16 GMT+0300","11122"
"2023-05-24 23:46:14 GMT+0300","11112"
"2023-05-24 23:46:12 GMT+0300","21111"
"2023-05-24 23:46:10 GMT+0300","22111"
"2023-05-24 23:46:08 GMT+0300","12211"
"2023-05-24 23:46:06 GMT+0300","11221"
"2023-05-24 23:46:05 GMT+0300","21122"
"2023-05-24 23:46:03 GMT+0300","12112"
"2023-05-24 23:46:01 GMT+0300","11211"
"2023-05-24 23:45:59 GMT+0300","21121"
"2023-05-24 23:45:57 GMT+0300","22112"
"2023-05-24 23:45:55 GMT+0300","12211"
"2023-05-24 23:45:54 GMT+0300","21221"
"2023-05-24 23:45:52 GMT+0300","12122"
"2023-05-24 23:45:50 GMT+0300","11212"
"2023-05-24 23:45:48 GMT+0300","11121"
"2023-05-24 23:45:46 GMT+0300","21112"
"2023-05-24 23:45:44 GMT+0300","12111"
"2023-05-24 23:45:43 GMT+0300","11211"
"2023-05-24 23:45:41 GMT+0300","21121"
"2023-05-24 23:45:39 GMT+0300","12112"
"2023-05-24 23:45:37 GMT+0300","11211"
"2023-05-24 23:45:35 GMT+0300","21121"
"2023-05-24 23:45:34 GMT+0300","22112"
"2023-05-24 23:45:32 GMT+0300","22211"
"2023-05-24 23:45:30 GMT+0300","22221"
"2023-05-24 23:45:28 GMT+0300","12222"
"2023-05-24 23:45:26 GMT+0300","21222"
"2023-05-24 23:45:24 GMT+0300","12122"
"2023-05-24 23:45:23 GMT+0300","11212"
"2023-05-24 23:45:21 GMT+0300","11121"
"2023-05-24 23:45:19 GMT+0300","11112"
"2023-05-24 23:45:17 GMT+0300","21111"
"2023-05-24 23:45:15 GMT+0300","22111"
"2023-05-24 23:45:14 GMT+0300","12211"
"2023-05-24 23:45:12 GMT+0300","11221"
"2023-05-24 23:45:10 GMT+0300","21122"
"2023-05-24 23:45:08 GMT+0300","22112"
"2023-05-24 23:45:07 GMT+0300","12211"
"2023-05-24 23:44:58 GMT+0300","11221"
"2023-05-24 23:44:56 GMT+0300","21122"
"2023-05-24 23:44:54 GMT+0300","22112"
"2023-05-24 23:44:52 GMT+0300","12211"
"2023-05-24 23:44:50 GMT+0300","11221"
"2023-05-24 23:44:48 GMT+0300","11122"
"2023-05-24 23:44:46 GMT+0300","11112"
"2023-05-24 23:44:44 GMT+0300","11111"
"2023-05-24 23:44:42 GMT+0300","11111"
"2023-05-24 23:44:40 GMT+0300","11111"
"2023-05-24 23:44:38 GMT+0300","21111"
"2023-05-24 23:44:36 GMT+0300","12111"
"2023-05-24 23:44:34 GMT+0300","11211"
"2023-05-24 23:44:32 GMT+0300","11121"
"2023-05-24 23:44:30 GMT+0300","21112"
"2023-05-24 23:44:28 GMT+0300","12111"
"2023-05-24 23:44:26 GMT+0300","21211"
"2023-05-24 23:44:24 GMT+0300","22121"
"2023-05-24 23:44:22 GMT+0300","22212"
"2023-05-24 23:44:20 GMT+0300","22221"
"2023-05-24 23:44:18 GMT+0300","12222"
"2023-05-24 23:44:16 GMT+0300","21222"
"2023-05-24 23:44:14 GMT+0300","22122"
"2023-05-24 23:44:12 GMT+0300","22212"
"2023-05-24 23:44:10 GMT+0300","12221"
"2023-05-24 23:44:08 GMT+0300","11222"
"2023-05-24 23:44:06 GMT+0300","11122"
"2023-05-24 23:44:04 GMT+0300","21112"
"2023-05-24 23:44:02 GMT+0300","22111"
"2023-05-24 23:44:00 GMT+0300","12211"
"2023-05-24 23:43:58 GMT+0300","21221"
"2023-05-24 23:43:56 GMT+0300","22122"
"2023-05-24 23:43:55 GMT+0300","12212"
"2023-05-24 23:43:52 GMT+0300","21221"
"2023-05-24 23:43:50 GMT+0300","22122"
"2023-05-24 23:43:48 GMT+0300","12212"
"2023-05-24 23:43:46 GMT+0300","21221"
"2023-05-24 23:43:44 GMT+0300","22122"
"2023-05-24 23:43:42 GMT+0300","12212"
"2023-05-24 23:43:40 GMT+0300","21221"
"2023-05-24 23:43:38 GMT+0300","22122"
"2023-05-24 23:43:36 GMT+0300","12212"
"2023-05-24 23:43:34 GMT+0300","11221"
"2023-05-24 23:43:32 GMT+0300","21122"
"2023-05-24 23:43:30 GMT+0300","12112"
